agent,full_name,total_commits,refactoring_commits,total_refactorings,mean_refactorings,median_refactorings,refactoring_rate_%,refactors_per_all_commits,refactors_per_refactoring_commit,denominator
OpenAI_Codex,spring-projects/spring-kafka,2,1,9,4.5,4.5,50.0,4.5,9.0,Observed agentic commits
OpenAI_Codex,stingle/stingle-photos-android,2,2,2,1.0,1.0,100.0,1.0,1.0,Observed agentic commits
OpenAI_Codex,traccar/traccar,4,0,0,0.0,0.0,0.0,0.0,0.0,Observed agentic commits
OpenAI_Codex,xpinjection/test-driven-spring-boot,10,4,11,1.1,0.0,40.0,1.1,2.75,Observed agentic commits
Human,Ashok-Varma/BottomNavigation,97,12,45,0.40540540540540543,0.0,12.371134020618557,0.4639175257731959,3.75,Observed human commits
Human,Blankj/awesome-java-leetcode,9,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,Clans/FloatingActionButton,140,20,115,0.6353591160220995,0.0,14.285714285714285,0.8214285714285714,5.75,Observed human commits
Human,Flipboard/bottomsheet,145,33,106,0.7210884353741497,0.0,22.758620689655174,0.7310344827586207,3.212121212121212,Observed human commits
Human,Jacksgong/JKeyboardPanelSwitch,23,2,5,0.21739130434782608,0.0,8.695652173913043,0.21739130434782608,2.5,Observed human commits
Human,JakeWharton/DiskLruCache,79,11,27,0.3253012048192771,0.0,13.924050632911392,0.34177215189873417,2.4545454545454546,Observed human commits
Human,JakeWharton/NineOldAndroids,16,3,46,2.875,0.0,18.75,2.875,15.333333333333334,Observed human commits
Human,KingJA/LoadSir,23,2,4,0.17391304347826086,0.0,8.695652173913043,0.17391304347826086,2.0,Observed human commits
Human,MiguelCatalan/MaterialSearchView,32,3,7,0.21875,0.0,9.375,0.21875,2.3333333333333335,Observed human commits
Human,Netflix/SimianArmy,159,47,172,0.9828571428571429,0.0,29.559748427672954,1.0817610062893082,3.6595744680851063,Observed human commits
Human,Oleg-Beloy/ChipsLayoutManager,4,1,1,0.25,0.0,25.0,0.25,1.0,Observed human commits
Human,Yalantis/Side-Menu.Android,18,5,13,0.6842105263157895,0.0,27.77777777777778,0.7222222222222222,2.6,Observed human commits
Human,aa112901/remusic,2,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,alibaba/dexposed,37,1,1,0.02702702702702703,0.0,2.7027027027027026,0.02702702702702703,1.0,Observed human commits
Human,alibaba/freeline,187,30,202,0.8178137651821862,0.0,16.0427807486631,1.0802139037433156,6.733333333333333,Observed human commits
Human,amlcurran/ShowcaseView,297,49,204,0.5528455284552846,0.0,16.4983164983165,0.6868686868686869,4.163265306122449,Observed human commits
Human,andkulikov/Transitions-Everywhere,39,17,406,10.41025641025641,0.0,43.58974358974359,10.41025641025641,23.88235294117647,Observed human commits
Human,andremion/Music-Player,8,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,aporter/coursera-android,43,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,avast/android-butterknife-zelezny,33,7,11,0.3333333333333333,0.0,21.21212121212121,0.3333333333333333,1.5714285714285714,Observed human commits
Human,bilibili/DanmakuFlameMaster,193,44,364,1.6106194690265487,0.0,22.797927461139896,1.8860103626943006,8.272727272727273,Observed human commits
Human,bilibili/boxing,31,5,20,0.5882352941176471,0.0,16.129032258064516,0.6451612903225806,4.0,Observed human commits
Human,chrisbanes/ActionBar-PullToRefresh,111,3,5,0.03816793893129771,0.0,2.7027027027027026,0.04504504504504504,1.6666666666666667,Observed human commits
Human,chrisbanes/Android-PullToRefresh,122,12,40,0.29850746268656714,0.0,9.836065573770492,0.32786885245901637,3.3333333333333335,Observed human commits
Human,code4craft/netty-learning,3,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,codeestX/GeekNews,10,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,commonsguy/cw-omnibus,27,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,crazycodeboy/TakePhoto,11,3,22,1.5714285714285714,0.0,27.27272727272727,2.0,7.333333333333333,Observed human commits
Human,cymcsg/UltimateRecyclerView,365,206,3885,6.876106194690266,0.0,56.43835616438356,10.643835616438356,18.859223300970875,Observed human commits
Human,daimajia/NumberProgressBar,35,9,26,0.7428571428571429,0.0,25.71428571428571,0.7428571428571429,2.888888888888889,Observed human commits
Human,danylovolokh/VideoPlayerManager,1,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,dinuscxj/LoadingDrawable,2,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,dm77/barcodescanner,175,29,109,0.529126213592233,0.0,16.57142857142857,0.6228571428571429,3.7586206896551726,Observed human commits
Human,facebookarchive/network-connection-class,9,4,20,2.2222222222222223,0.0,44.44444444444444,2.2222222222222223,5.0,Observed human commits
Human,facebookarchive/rebound,92,10,82,0.8817204301075269,0.0,10.869565217391305,0.8913043478260869,8.2,Observed human commits
Human,florent37/MaterialViewPager,42,11,101,2.3488372093023258,0.0,26.190476190476193,2.4047619047619047,9.181818181818182,Observed human commits
Human,frogermcs/InstaMaterial,5,1,96,19.2,0.0,20.0,19.2,96.0,Observed human commits
Human,geeeeeeeeek/WeChatLuckyMoney,214,58,136,0.4738675958188153,0.0,27.102803738317753,0.6355140186915887,2.3448275862068964,Observed human commits
Human,go-lang-plugin-org/go-lang-idea-plugin,218,20,48,0.20253164556962025,0.0,9.174311926605505,0.22018348623853212,2.4,Observed human commits
Human,google/cameraview,150,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,google/google-authenticator,81,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,grantland/android-autofittextview,22,1,37,1.6818181818181819,0.0,4.545454545454546,1.6818181818181819,37.0,Observed human commits
Human,hongyangAndroid/AndroidAutoLayout,13,1,1,0.07692307692307693,0.0,7.6923076923076925,0.07692307692307693,1.0,Observed human commits
Human,hongyangAndroid/FlowLayout,15,3,3,0.2,0.0,20.0,0.2,1.0,Observed human commits
Human,ikew0ng/SwipeBackLayout,36,4,10,0.2564102564102564,0.0,11.11111111111111,0.2777777777777778,2.5,Observed human commits
Human,javagrowing/JGrowing,21,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,jbloch/effective-java-3e-source-code,3,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,jeasonlzy/ImagePicker,62,4,12,0.18461538461538463,0.0,6.451612903225806,0.1935483870967742,3.0,Observed human commits
Human,jgilfelt/SystemBarTint,16,2,11,0.6875,0.0,12.5,0.6875,5.5,Observed human commits
Human,lgvalle/Material-Animations,73,11,95,1.144578313253012,0.0,15.068493150684931,1.3013698630136987,8.636363636363637,Observed human commits
Human,lipangit/JiaoZiVideoPlayer,173,60,905,4.689119170984456,0.0,34.68208092485549,5.23121387283237,15.083333333333334,Observed human commits
Human,lucasr/twoway-view,101,8,20,0.19607843137254902,0.0,7.920792079207921,0.19801980198019803,2.5,Observed human commits
Human,luojilab/DDComponentForAndroid,43,22,130,2.0634920634920637,0.0,51.162790697674424,3.0232558139534884,5.909090909090909,Observed human commits
Human,mcxtzhang/SwipeDelMenuLayout,8,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,motianhuo/wechat,8,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,nathanmarz/storm,297,36,577,1.7379518072289157,0.0,12.121212121212121,1.9427609427609427,16.02777777777778,Observed human commits
Human,nhaarman/ListViewAnimations,224,46,569,2.421276595744681,0.0,20.535714285714285,2.5401785714285716,12.369565217391305,Observed human commits
Human,nicolasgramlich/AndEngine,262,27,257,0.8741496598639455,0.0,10.305343511450381,0.9809160305343512,9.518518518518519,Observed human commits
Human,nytimes/Store,327,10,488,1.4698795180722892,0.0,3.058103975535168,1.492354740061162,48.8,Observed human commits
Human,ogaclejapan/SmartTabLayout,47,6,35,0.6730769230769231,0.0,12.76595744680851,0.7446808510638298,5.833333333333333,Observed human commits
Human,pedrovgs/AndroidWiFiADB,72,27,127,1.7397260273972603,0.0,37.5,1.7638888888888888,4.703703703703703,Observed human commits
Human,pengjianbo/GalleryFinal,6,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,rengwuxian/RxJavaSamples,7,1,1,0.14285714285714285,0.0,14.285714285714285,0.14285714285714285,1.0,Observed human commits
Human,roboguice/roboguice,222,60,544,1.5280898876404494,0.0,27.027027027027028,2.4504504504504503,9.066666666666666,Observed human commits
Human,rockerhieu/emojicon,84,15,30,0.33707865168539325,0.0,17.857142857142858,0.35714285714285715,2.0,Observed human commits
Human,rubensousa/ViewPagerCards,3,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,ryanhoo/StylishMusicPlayer,41,16,75,1.829268292682927,0.0,39.02439024390244,1.829268292682927,4.6875,Observed human commits
Human,seven332/EhViewer,232,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,square/otto,130,10,19,0.1417910447761194,0.0,7.6923076923076925,0.14615384615384616,1.9,Observed human commits
Human,square/sqlbrite,131,37,371,2.83206106870229,0.0,28.24427480916031,2.83206106870229,10.027027027027026,Observed human commits
Human,sunfusheng/MarqueeView,20,6,27,1.35,0.0,30.0,1.35,4.5,Observed human commits
Human,tangqi92/Android-Tips,68,4,28,0.36363636363636365,0.0,5.88235294117647,0.4117647058823529,7.0,Observed human commits
Human,timehop/sticky-headers-recyclerview,56,21,135,2.4107142857142856,0.0,37.5,2.4107142857142856,6.428571428571429,Observed human commits
Human,tyrantgit/ExplosionField,16,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,watabou/pixel-dungeon,57,5,440,7.4576271186440675,0.0,8.771929824561402,7.719298245614035,88.0,Observed human commits
Human,wendux/DSBridge-Android,11,1,16,1.4545454545454546,0.0,9.090909090909092,1.4545454545454546,16.0,Observed human commits
Human,xcc3641/SeeWeather,48,3,6,0.125,0.0,6.25,0.125,2.0,Observed human commits
Human,xcltapestry/XCL-Charts,2,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
Human,ximsfei/Android-skin-support,91,27,324,3.5604395604395602,0.0,29.67032967032967,3.5604395604395602,12.0,Observed human commits
Human,yangfuhai/ASimpleCache,18,1,10,0.47619047619047616,0.0,5.555555555555555,0.5555555555555556,10.0,Observed human commits
Human,yangfuhai/afinal,69,9,37,0.5068493150684932,0.0,13.043478260869565,0.5362318840579711,4.111111111111111,Observed human commits
Human,yixia/VitamioBundle,43,0,0,0.0,0.0,0.0,0.0,0.0,Observed human commits
